,Brand_name,Brand_detail_name,prices,RAM,Storage,Has_ssd,Core,Gen,Discount_Percentage,Operating_System,Warranty_Period,Space_Score
942,Acer,Acer Aspire 3 15 A315-510P Laptop ,32990,8,512,1,,,2.0,11,1,50
943,MSI,MSI Modern 15 B7M-073IN Laptop ,54990,16,1024,1,,,4.0,11,1,57
944,Acer,Acer Predator Helios 16 Laptop ,249990,32,1024,1,i9,13,4.0,11,1,0
945,Lenovo,Lenovo V14 82KAA04QIH Laptop ,42490,8,512,1,i5,11,1.0,11,1,58
946,Lenovo,Lenovo V15 G2 82KDA022IH Laptop ,35380,8,512,1,,,1.0,11,1,56
947,Lenovo,Lenovo V14-IGL‎ 82C40185PB Laptop ,21990,4,256,1,,,,11,1,45
948,Honor,Honor MagicBook X14 2023 ‎FRI-F56 Laptop ,53990,16,512,1,i5,12,2.0,11,1,0
949,Lenovo,Lenovo ThinkBook 15 G3 21A4A08WIH Laptop ,33490,8,512,1,,,4.0,11,1,56
950,Lenovo,Lenovo E41-55 Laptop ,21990,8,256,1,,,1.0,11,1,53
951,Asus,Asus Vivobook Pro 15 OLED M3500QC-L1712WS Laptop ,75990,16,1024,1,,,4.0,11,1,0
952,Fujitsu,Fujitsu FMV MH 4ZR1K10326 Laptop ,54994,16,512,1,,,8.0,11,1,0
953,Acer,Acer Nitro 5 AN515-58 2023 Gaming Laptop ,98999,16,1024,1,i7,12,,11,1,0
954,HP,HP 15-fc0028AU Laptop ,41490,8,512,1,,,3.0,11,1,52
955,HP,HP 15s-eq2223AU Laptop ,38990,8,512,1,,,6.0,11,1,58
956,HP,HP 15-fc0025AU Laptop ,33980,8,512,1,,,1.0,11,1,54
957,MSI,MSI Modern 15 B7M-072IN Laptop ,36990,8,512,1,,,15.0,11,1,53
958,Asus,Asus Vivobook S14 S3402ZA-LY522WS Laptop ,58990,8,512,1,i5,12,2.0,11,1,0
959,Lenovo,Lenovo V15 G3 82TTA00VIH Laptop ,31980,8,512,1,i3,12,4.0,11,1,53
960,Asus,Asus Vivobook S14 S3402ZA-LY542WS Laptop ,59990,16,512,1,i5,12,7.0,11,1,0
961,Dell,Dell XPS 9315 D560076WIN9S Laptop ,119600,16,512,1,i5,12,4.0,11,1,0
962,Acer,Acer Aspire 3 A315-24P Laptop ,27990,8,256,1,,,,11,1,52
963,Acer,Acer Extensa 15 EX215-23 2023 Laptop ,31500,8,256,1,,,21.0,11,1,52
964,Lenovo,Lenovo IdeaPad 3 15ITL6 82H803DNIN Laptop ,33990,8,512,1,i3,11,9.0,11,1,0
965,HP,HP Victus 15-fb0108AX Gaming Laptop ,50990,8,512,1,,,,11,1,0
966,Lenovo,Lenovo Thinkpad E15 21E6S05A00 Laptop ,45990,8,512,1,i3,12,,11,1,0
967,Lenovo,Lenovo Thinkbook 15 21DJA049IH Laptop ,44990,8,512,1,i5,12,9.0,11,1,0
968,MSI,MSI Modern 15 B7M-071IN Laptop ,40990,16,512,1,,,13.0,11,1,54
969,Asus,Asus ROG Zephyrus Duo 16 ,379990,32,2048,0,,,8.0,11,1,0
970,Dell,Dell Vostro 5620 M552319WIN9S Laptop ,87490,16,512,1,i7,12,1.0,11,1,0
971,Dell,Dell Vostro 3425 M552321WIN9S Laptop ,50990,16,512,1,,,,11,1,0
972,Lenovo,Lenovo E41-55 82FJ00A0IH Laptop ,33990,8,1024,0,,,4.0,11,1,52
973,Asus,Asus Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop ,56775,16,512,1,,,12.0,11,1,59
974,Lenovo,Lenovo S14 Gen 3 ‎82C3001WGE Laptop ,45990,8,512,1,i5,12,1.0,11,1,53
975,Lenovo,Lenovo Thinkpad P16s 21BTS03200 Laptop ,154428,32,1024,1,i7,12,4.0,11,1,0
976,HP,HP Chromebook 15a-na0012TU Laptop ,18990,4,128,0,,,15.0,11,1,0
977,HP,HP Chromebook x360 13b-ca0006MU Laptop ,32990,8,256,1,,,17.0,11,1,43
978,HP,HP 255 G8 689T4PA Laptop ,26999,8,512,1,,,12.0,11,1,59
979,Lenovo,Lenovo V14 82KAA08BIH Laptop ,32990,8,512,1,i3,11,3.0,11,1,50
980,Asus,Asus ROG Zephyrus Duo 16 ,349990,32,2048,0,,,3.0,11,1,0
981,Asus,Asus ROG Zephyrus M16 2023 GU604VY-NM058WS Laptop ,382111,32,2048,1,i9,13,5.0,11,1,0
982,Asus,Asus ROG Strix Scar 17 2023 G733PZ-LL046WS Gaming Laptop ,281980,16,1024,1,,,2.0,11,1,0
983,Asus,Asus Vivobook Go 14 2023 E1404FA-NK522WS Laptop ,38990,8,512,1,,,5.0,11,1,58
984,Lenovo,Lenovo V15 G3 82TTA01EIN Laptop ,30960,8,512,1,i3,12,5.0,11,1,48
985,Asus,Asus Vivobook Go 14 2023 E1404FA-NK542WS Laptop ,51980,16,512,1,,,12.0,11,1,59
986,MSI,MSI Modern 14 C12M-440IN Laptop ,41990,8,512,1,i5,12,1.0,11,1,58
987,Acer,Acer Nitro 5 AN515-58 UN.QFHSI.002 Gaming Laptop ,74000,16,512,1,i5,12,1.0,11,1,0
988,MSI,MSI Summit E16 Flip A13VET-068IN Laptop ,159990,32,1024,1,i7,13,3.0,11,1,0
989,MSI,MSI Sword 15 A12UDX-468IN Gaming Laptop ,78990,16,1024,1,i5,12,2.0,11,1,0
990,MSI,MSI Summit E13 Flip Evo A13MT-226IN Laptop ,119990,16,1024,1,i7,13,6.0,11,1,0
991,MSI,MSI Modern 15 B13M-290IN  Laptop ,64990,8,512,1,i7,13,3.0,11,1,0
992,MSI,MSI Modern 14 C12M-439IN Laptop ,45990,16,512,1,i5,12,1.0,11,1,59
993,MSI,MSI Prestige 13 Evo A13M-063IN Laptop,85551,16,1024,1,i7,13,4.0,11,1,0
994,MSI,MSI Modern 14 C11M-030IN Laptop ,36990,8,512,1,i5,11,,11,1,58
995,MSI,MSI Modern 14 C12M-445IN Laptop ,32990,8,512,1,i3,12,7.0,11,1,59
996,Acer,Acer Extensa 15 EX215-33 2023 Laptop ,27990,8,512,1,,,6.0,11,1,49
997,Acer,Acer Aspire 3 A315-24P NX.KDESI.003 Laptop ,29499,8,512,1,,,2.0,11,1,54
998,Asus,Asus Vivobook Go 14 2023 E1404FA-NK322WS Laptop ,33690,8,512,1,,,1.0,11,1,53
999,MSI,MSI Prestige 16 Evo A13M-266IN Laptop,99990,16,1024,1,i7,13,1.0,11,1,0
1000,LG,LG Gram ‎‎16T90Q-G.AH75A2 Laptop ,118499,16,512,1,i7,12,,11,1,0
1001,Acer,Acer Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop ,68999,8,512,1,,,5.0,11,1,0
1003,MSI,MSI Prestige 14 Evo B13M-279IN Laptop,87391,16,1024,1,i7,13,4.0,11,1,0
1004,Acer,Acer Extensa 15 EX215-33 Laptop ,26990,8,256,1,,,6.0,11,1,49
1005,Lenovo,Lenovo ThinkPad E14 21E3S00L00 Laptop ,74900,8,512,1,i5,12,1.0,11,1,55
1006,Asus,Asus Vivobook Pro 15 M6500QC-HN742WS Laptop ,68990,16,512,1,,,3.0,11,1,0
1007,MSI,MSI Modern 14 C13M-435IN Laptop ,64990,16,512,1,i7,13,4.0,11,1,0
1008,Asus,Asus ROG Strix SCAR 18 2023 G834JZ-N5041WS Gaming Laptop ,289990,32,1024,1,i9,13,5.0,11,1,0
1009,MSI,MSI Summit E14 Flip Evo A13MT-278IN Laptop ,119990,16,1024,1,i7,13,6.0,11,1,0
1010,Asus,Asus ROG Strix SCAR 16 2023 G634JZ-NM057WS Gaming Laptop ,259990,32,1024,1,i9,13,5.0,11,1,0
1011,MSI,MSI Modern 14 C13M-437IN Laptop ,51990,8,512,1,i5,13,4.0,11,1,56
1012,MSI,MSI Stealth 17 A13VH-055IN Gaming Laptop ,480103,64,2048,1,i9,13,2.0,11,1,0
1013,HP,HP Pavilion x360 14-ek1010TU Laptop ,77200,16,1024,1,i5,13,1.0,11,1,0
1014,Asus,Asus Vivobook Flip 14 2023 TN3402YAB-LZ522WS Laptop ,55767,8,512,1,,,7.0,11,1,0
1015,HP,HP ProBook 445 G8 Business Laptop ,44990,8,512,1,,,7.0,11,1,0
1016,MSI,MSI Katana 15 B13VFK-296IN Gaming Laptop ,129990,16,1024,1,i7,13,13.0,11,1,0
1017,Asus,Asus Zenbook 14 OLED 2023 UM3402YA-KM551WS Laptop ,77990,16,1024,1,,,5.0,11,1,0
1018,Acer,Acer Aspire 5 UN.K3JSI.004 Laptop ,46990,12,512,1,i5,12,,11,1,0
