,Product_Name,prices,Discount_Percentage,processor,Processor_Details,RAM,Storage,Graphics,Display_Size,Operating_System,Warranty_Period,Space_Score
162,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹53,110",1%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,59
163,Samsung Galaxy Book2 Pro 360 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹86,990",29%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
164,HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹38,990",3%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
165,Apple MacBook Pro 16 Laptop (9th Gen Core i9/ 32GB/ 2TB SSD/ MacOS/ 4GB Graph),"₹2,01,498",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
166,Honor MagicBook X16 2024 ‎Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹48,990",4%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,58
167,HP Omen 16-xf0081AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,35,999",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
168,HP Omen 16-xd0010AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,15,999",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
169,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),"₹49,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,59
170,Dell G15-5530 GN5530194YM001ORB1 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ RTX 3050 6GB Graph),"₹1,07,399",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
171,Lenovo Ideapad Slim 3 Chromebook 14IAN8 83BN001PHA Laptop (Intel Pentium N100/ 4GB/ 128GB eMMC/ Chrome OS),"₹22,990",6%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
172,Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002LHA Laptop (MediaTek Kompanio 520/ 4GB/ 128GB eMMC/ Chrome OS),"₹15,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
173,Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002RHA Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),"₹17,990",12%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
174,HP Victus 15-fa1124TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹60,934",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
175,Lenovo LOQ 15IRX9 83DV007HIN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,22,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
176,HP Pavilion 15-eh3039AU Laptop ( AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹58,500",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
177,Lenovo ThinkBook 14 21KG00AFIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹43,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
178,Lenovo Ideapad Gaming 3 15ARH7 82SB00M6IN Laptop (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹76,190",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
179,Lenovo Ideapad Gaming 3 15ARH7 82SB00QYIN Laptop (AMD Ryzen 7 7735HS / 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹82,190",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
180,Asus TUF Gaming F17 FX706HF-HX044WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹53,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
181,Asus Chromebook CM14 CM1402CM2A-EK0085 Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),"₹26,990",37%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
182,HP 245 G9 841W7PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ DOS),"₹23,990",3%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,53
183,Lenovo LOQ 15IAX9I 83FQ0009IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,59
184,Lenovo ThinkBook 15 G5 21JF002PIN Laptop (AMD Ryzen 5 7530U/ 8GB/ 512 GB SSD/ Win11),"₹44,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
185,Lenovo ThinkPad E1 21JNS03P00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹49,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,59
186,Lenovo ThinkBook 15 G5 21JFA016IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512 GB SSD/ Win11),"₹52,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
187,HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),"₹1,76,499",2%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
188,Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹46,790",3%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
189,HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),"₹1,61,189",1%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
190,HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),"₹1,61,999",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
191,HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,74,859",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
192,Lenovo IdeaPad Slim 3 83ER008GIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹54,800",2%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
193,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),"₹19,990",6%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,50
194,Asus VivoBook 14 X1400EA-EK543WS Notebook (11th Gen Core i5/16GB/ 512GB SSD/ Win11 Home),"₹41,990",10%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,57
195,HP Pavilion 15-EG2119TU Laptop (12th Gen Core i5/12GB RAM/ 512GB SSD/ Win11),"₹60,990",5%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,54
196,Acer Nitro V 15 ANV15-51 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹69,990",6%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
197,Lenovo IdeaPad Slim 3 82X60013IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹44,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,51
198,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹34,990",1%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,54
199,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),"₹32,949",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,50
200,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),"₹1,69,000",2%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
201,Ultimus Lite NU14U3INC54BN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),"₹15,990",1%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,46
202,Lenovo IdeaPad Slim 3 15IRH8 83EM0025IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹59,390",4%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,59
203,Dell ‎G16 7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,08,490",1%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
204,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),"₹79,467",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
205,Lenovo IdeaPad Slim 3 83ER008DIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹54,990",2%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,57
206,Infinix INBook Y2 Plus XL29 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹27,490",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,49
207,MSI Prestige 13 AI Evo A1M Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,13,999",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
208,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹54,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,58
209,Lenovo V15 G4 ‎82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹35,490",1%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
210,HP 250 G9 95X38PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),"₹57,400",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,51
211,HP 240 G9 8J0S5PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS),"₹54,599",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,58
212,Acer Predator Triton Neo 16 Laptop (Intel Core Ultra 9 / 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),"₹1,99,999",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
213,Lenovo ThinkBook 14 21DH00C1IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),"₹62,999",2%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
214,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹36,480",4%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,50
215,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),"₹45,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,58
216,Lenovo IdeaPad 1 15ALC7 82R400ERIN Laptop (AMD Ryzen 5 5500U / 16GB/ 512GB SSD/ Win11 Home),"₹39,990",3%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,59
217,Acer Nitro V16 Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graphics),"₹1,49,900",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
218,MSI Thin GF63 11UC-1494IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹65,390",3%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
219,Huawei Qingyun L540 Laptop (Kirin 9006C/ 16GB/ 512GB SSD/ Kirin OS),"₹81,999",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,44
220,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹62,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
221,Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",14%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
222,Huawei MateBook 14s 2023 Laptop (13th Gen Core i9/ 16GB RAM/ 1TB SSD/ Win11 Home),"₹80,999",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
223,"Dell Inspiron 3535 Laptop (AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11)","₹36,490",1%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,53
224,HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹51,880",2%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
225,Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹70,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
226,Jio JioBook Cloud Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),"₹14,999",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
227,Dell Latitude 3520 DLCK3520BL Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Ubuntu),"₹35,500",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,53
228,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹34,990",4%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,49
229,HP 250 G9 95X40PA Laptop (12th Gen Core i7/ 8GB/ 512 GB SSD/ DOS),"₹67,288",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,52
230,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),"₹74,900",6%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
231,Acer Aspire 3 A315-24P UN.KDESI.003 Laptop (Ryzen 3 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹29,990",3%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,52
232,Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹31,500",2%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,51
233,MSI CreatorPro X17 HX A13VKS-249IN Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Pro/ 12GB Graph),"₹4,79,990",3%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
234,Dell Latitude 13 5320 2 in 1 Laptop (11th Gen Core i5/ 8GB/ 256GB SSD/ Win10 Pro),"₹89,999",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
235,Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),"₹29,990",6%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,47
236,Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹46,499",1%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
237,Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),"₹2,12,990",3%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
238,Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹32,593",1%,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,51
